State,Year,Month,Period,Percent Complete,Percent Pending Investigation,Percent with drugs specified,StateName
AK,2015,January,12 month-ending,100,0,89.68,Alaska
AK,2015,February,12 month-ending,100,0,88.98,Alaska
AK,2015,March,12 month-ending,100,0,88.8,Alaska
AK,2015,April,12 month-ending,100,0,88.1,Alaska
AK,2015,May,12 month-ending,100,0,86.4,Alaska
AK,2015,June,12 month-ending,100,0,86.78,Alaska
AK,2015,July,12 month-ending,100,0,87.18,Alaska
AK,2015,August,12 month-ending,100,0,87.9,Alaska
AK,2015,September,12 month-ending,100,0,88,Alaska
AK,2015,October,12 month-ending,100,0,90,Alaska
AK,2015,November,12 month-ending,100,0,90.43,Alaska
AK,2015,December,12 month-ending,100,0,89.26,Alaska
AK,2016,January,12 month-ending,,0,90.48,Alaska
AK,2016,February,12 month-ending,,0,91.41,Alaska
AK,2016,March,12 month-ending,,0,92.8,Alaska
AK,2016,April,12 month-ending,,0,93.94,Alaska
AK,2016,May,12 month-ending,,0,95.71,Alaska
AK,2016,June,12 month-ending,,0,97.1,Alaska
AK,2016,July,12 month-ending,,0,96.5,Alaska
AK,2016,August,12 month-ending,,0.02,96.38,Alaska
AK,2016,September,12 month-ending,,0.05,96.95,Alaska
AK,2016,October,12 month-ending,,0.07,96.95,Alaska
AK,2016,November,12 month-ending,,0.07,97.74,Alaska
AK,2016,December,12 month-ending,,0.07,99.22,Alaska
AK,2017,January,12 month-ending,,0.07,99.21,Alaska
AK,2017,February,12 month-ending,,0.07,98.39,Alaska
AK,2017,March,12 month-ending,,0.07,98.41,Alaska
AK,2017,April,12 month-ending,,0.07,97.44,Alaska
AK,2017,May,12 month-ending,,0.07,96.67,Alaska
AK,2017,June,12 month-ending,,0.07,96.72,Alaska
AK,2017,July,12 month-ending,,0.07,97.66,Alaska
AK,2017,August,12 month-ending,,0.05,97.08,Alaska
AK,2017,September,12 month-ending,,0.02,97.3,Alaska
AK,2017,October,12 month-ending,,0,97.22,Alaska
AK,2017,November,12 month-ending,,0,97.1,Alaska
AK,2017,December,12 month-ending,,0,97.16,Alaska
AK,2018,January,12 month-ending,100,0,97.1,Alaska
AK,2018,February,12 month-ending,100,0,97.84,Alaska
AK,2018,March,12 month-ending,100,0,97.79,Alaska
AK,2018,April,12 month-ending,100,0,98.59,Alaska
AK,2018,May,12 month-ending,100,0,99.21,Alaska
AK,2018,June,12 month-ending,100,0,99.2,Alaska
AK,2018,July,12 month-ending,100,0,99.14,Alaska
AK,2018,August,12 month-ending,100,0,100,Alaska
AK,2018,September,12 month-ending,100,0,100,Alaska
AK,2018,October,12 month-ending,100,0,100,Alaska
AK,2018,November,12 month-ending,100,0,100,Alaska
AK,2018,December,12 month-ending,100,0,100,Alaska
AK,2019,January,12 month-ending,100,0,100,Alaska
AK,2019,February,12 month-ending,100,0,100,Alaska
AK,2019,March,12 month-ending,100,0,100,Alaska
AK,2019,April,12 month-ending,100,0,100,Alaska
AK,2019,May,12 month-ending,100,0,100,Alaska
AK,2019,June,12 month-ending,100,0,98.48,Alaska
AK,2019,July,12 month-ending,100,0,98.52,Alaska
AK,2019,August,12 month-ending,100,0,98.46,Alaska
AK,2019,September,12 month-ending,100,0,97.79,Alaska
AK,2019,October,12 month-ending,100,0,97.26,Alaska
AK,2019,November,12 month-ending,100,0,97.12,Alaska
AK,2019,December,12 month-ending,100,0,96.24,Alaska
AK,2020,January,12 month-ending,100,0,95.52,Alaska
AK,2020,February,12 month-ending,100,0,95.2,Alaska
AK,2020,March,12 month-ending,100,0,94.87,Alaska
AK,2020,April,12 month-ending,100,0,94.17,Alaska
AK,2020,May,12 month-ending,100,0,94.53,Alaska
AK,2020,June,12 month-ending,100,0,96.21,Alaska
AK,2020,July,12 month-ending,100,0,94.81,Alaska
AK,2020,August,12 month-ending,100,0,94.24,Alaska
AK,2020,September,12 month-ending,100,0,94.29,Alaska
AK,2020,October,12 month-ending,100,0,93.28,Alaska
AK,2020,November,12 month-ending,100,0,93.62,Alaska
AK,2020,December,12 month-ending,100,0,94.52,Alaska
AK,2021,January,12 month-ending,100,0.04,95.1,Alaska
AK,2021,February,12 month-ending,100,0.06,95.3,Alaska
AK,2021,March,12 month-ending,100,0.1,95.78,Alaska
AK,2021,April,12 month-ending,100,0.15,96.53,Alaska
AL,2015,January,12 month-ending,100,0.34,47.69,Alabama
AL,2015,February,12 month-ending,100,0.32,48.13,Alabama
AL,2015,March,12 month-ending,100,0.31,48.84,Alabama
AL,2015,April,12 month-ending,100,0.32,49.32,Alabama
AL,2015,May,12 month-ending,100,0.32,48.87,Alabama
AL,2015,June,12 month-ending,100,0.34,47.49,Alabama
AL,2015,July,12 month-ending,100,0.33,47.64,Alabama
AL,2015,August,12 month-ending,100,0.33,46.88,Alabama
AL,2015,September,12 month-ending,100,0.32,48.52,Alabama
AL,2015,October,12 month-ending,100,0.31,49.45,Alabama
AL,2015,November,12 month-ending,100,0.29,49.24,Alabama
AL,2015,December,12 month-ending,100,0.31,49.58,Alabama
AL,2016,January,12 month-ending,,0.3,48.73,Alabama
AL,2016,February,12 month-ending,,0.28,48.17,Alabama
AL,2016,March,12 month-ending,,0.28,47.43,Alabama
AL,2016,April,12 month-ending,,0.28,46.89,Alabama
AL,2016,May,12 month-ending,,0.28,48.47,Alabama
AL,2016,June,12 month-ending,,0.26,53.12,Alabama
AL,2016,July,12 month-ending,,0.28,53.45,Alabama
AL,2016,August,12 month-ending,,0.26,55.77,Alabama
AL,2016,September,12 month-ending,,0.27,54.82,Alabama
AL,2016,October,12 month-ending,,0.29,54.83,Alabama
AL,2016,November,12 month-ending,,0.28,56.69,Alabama
AL,2016,December,12 month-ending,,0.27,57.3,Alabama
AL,2017,January,12 month-ending,,0.26,58.98,Alabama
AL,2017,February,12 month-ending,,0.26,59.42,Alabama
AL,2017,March,12 month-ending,,0.25,61.21,Alabama
AL,2017,April,12 month-ending,,0.23,61.76,Alabama
AL,2017,May,12 month-ending,,0.21,63.3,Alabama
AL,2017,June,12 month-ending,,0.21,62.69,Alabama
AL,2017,July,12 month-ending,,0.19,63.91,Alabama
AL,2017,August,12 month-ending,,0.18,64.11,Alabama
AL,2017,September,12 month-ending,,0.17,66.12,Alabama
AL,2017,October,12 month-ending,,0.16,67.17,Alabama
AL,2017,November,12 month-ending,,0.16,67.83,Alabama
AL,2017,December,12 month-ending,,0.14,69.02,Alabama
AL,2018,January,12 month-ending,100,0.15,69.94,Alabama
AL,2018,February,12 month-ending,100,0.15,71.09,Alabama
AL,2018,March,12 month-ending,100,0.15,70.57,Alabama
AL,2018,April,12 month-ending,100,0.16,72.61,Alabama
AL,2018,May,12 month-ending,100,0.18,72.17,Alabama
AL,2018,June,12 month-ending,100,0.19,73.43,Alabama
AL,2018,July,12 month-ending,100,0.21,73.78,Alabama
AL,2018,August,12 month-ending,100,0.21,74.63,Alabama
AL,2018,September,12 month-ending,100,0.21,74.4,Alabama
AL,2018,October,12 month-ending,100,0.19,74.43,Alabama
AL,2018,November,12 month-ending,100,0.17,75.4,Alabama
AL,2018,December,12 month-ending,100,0.17,74.86,Alabama
AL,2019,January,12 month-ending,100,0.17,74.31,Alabama
AL,2019,February,12 month-ending,100,0.17,74.82,Alabama
AL,2019,March,12 month-ending,100,0.18,76.46,Alabama
AL,2019,April,12 month-ending,100,0.18,76.82,Alabama
AL,2019,May,12 month-ending,100,0.18,76.82,Alabama
AL,2019,June,12 month-ending,100,0.18,76.25,Alabama
AL,2019,July,12 month-ending,100,0.16,77.48,Alabama
AL,2019,August,12 month-ending,100,0.18,78.52,Alabama
AL,2019,September,12 month-ending,100,0.19,79.14,Alabama
AL,2019,October,12 month-ending,100,0.2,79.41,Alabama
AL,2019,November,12 month-ending,100,0.21,79.87,Alabama
AL,2019,December,12 month-ending,100,0.22,80.92,Alabama
AL,2020,January,12 month-ending,100,0.22,80.9,Alabama
AL,2020,February,12 month-ending,100,0.22,81.87,Alabama
AL,2020,March,12 month-ending,100,0.22,83.19,Alabama
AL,2020,April,12 month-ending,100,0.21,82.57,Alabama
AL,2020,May,12 month-ending,100,0.2,83.73,Alabama
AL,2020,June,12 month-ending,100,0.2,84.7,Alabama
AL,2020,July,12 month-ending,100,0.21,84,Alabama
AL,2020,August,12 month-ending,100,0.2,83.62,Alabama
AL,2020,September,12 month-ending,100,0.2,83.72,Alabama
AL,2020,October,12 month-ending,100,0.2,84.25,Alabama
AL,2020,November,12 month-ending,100,0.22,84.38,Alabama
AL,2020,December,12 month-ending,100,0.22,84.63,Alabama
AL,2021,January,12 month-ending,100,0.22,84.94,Alabama
AL,2021,February,12 month-ending,100,0.22,84.99,Alabama
AL,2021,March,12 month-ending,100,0.24,84.73,Alabama
AL,2021,April,12 month-ending,100,0.28,85.32,Alabama
AR,2015,January,12 month-ending,100,0.05,73.5,Arkansas
AR,2015,February,12 month-ending,100,0.05,73.77,Arkansas
AR,2015,March,12 month-ending,100,0.05,73.51,Arkansas
AR,2015,April,12 month-ending,100,0.04,74.53,Arkansas
AR,2015,May,12 month-ending,100,0.04,75.2,Arkansas
AR,2015,June,12 month-ending,100,0.04,75.96,Arkansas
AR,2015,July,12 month-ending,100,0.05,76.2,Arkansas
AR,2015,August,12 month-ending,100,0.05,76.63,Arkansas
AR,2015,September,12 month-ending,100,0.06,77.04,Arkansas
AR,2015,October,12 month-ending,100,0.06,76.57,Arkansas
AR,2015,November,12 month-ending,100,0.06,76.86,Arkansas
AR,2015,December,12 month-ending,100,0.07,77.69,Arkansas
AR,2016,January,12 month-ending,,0.07,75.66,Arkansas
AR,2016,February,12 month-ending,,0.07,75.99,Arkansas
AR,2016,March,12 month-ending,,0.08,74.93,Arkansas
AR,2016,April,12 month-ending,,0.08,72.58,Arkansas
AR,2016,May,12 month-ending,,0.08,71.54,Arkansas
AR,2016,June,12 month-ending,,0.08,70.73,Arkansas
AR,2016,July,12 month-ending,,0.08,69.58,Arkansas
AR,2016,August,12 month-ending,,0.08,70.23,Arkansas
AR,2016,September,12 month-ending,,0.07,69.39,Arkansas
AR,2016,October,12 month-ending,,0.08,69.35,Arkansas
AR,2016,November,12 month-ending,,0.07,69.31,Arkansas
AR,2016,December,12 month-ending,,0.07,70.21,Arkansas
AR,2017,January,12 month-ending,,0.07,69.53,Arkansas
AR,2017,February,12 month-ending,,0.08,69.74,Arkansas
AR,2017,March,12 month-ending,,0.08,70.83,Arkansas
AR,2017,April,12 month-ending,,0.08,72.54,Arkansas
AR,2017,May,12 month-ending,,0.08,72.85,Arkansas
AR,2017,June,12 month-ending,,0.08,72.86,Arkansas
AR,2017,July,12 month-ending,,0.08,74.94,Arkansas
AR,2017,August,12 month-ending,,0.07,74.38,Arkansas
AR,2017,September,12 month-ending,,0.07,74.82,Arkansas
AR,2017,October,12 month-ending,,0.07,73.9,Arkansas
AR,2017,November,12 month-ending,,0.08,73.72,Arkansas
AR,2017,December,12 month-ending,,0.06,72.94,Arkansas
AR,2018,January,12 month-ending,100,0.05,75.18,Arkansas
AR,2018,February,12 month-ending,100,0.04,74.06,Arkansas
AR,2018,March,12 month-ending,100,0.05,73.49,Arkansas
AR,2018,April,12 month-ending,100,0.05,74.59,Arkansas
AR,2018,May,12 month-ending,100,0.04,76.07,Arkansas
AR,2018,June,12 month-ending,100,0.04,76.73,Arkansas
AR,2018,July,12 month-ending,100,0.04,76.5,Arkansas
AR,2018,August,12 month-ending,100,0.05,77.14,Arkansas
AR,2018,September,12 month-ending,100,0.05,77.9,Arkansas
AR,2018,October,12 month-ending,100,0.05,78.99,Arkansas
AR,2018,November,12 month-ending,100,0.04,79.37,Arkansas
AR,2018,December,12 month-ending,100,0.07,81.29,Arkansas
AR,2019,January,12 month-ending,100,0.07,82.92,Arkansas
AR,2019,February,12 month-ending,100,0.07,84.26,Arkansas
AR,2019,March,12 month-ending,100,0.07,85.58,Arkansas
AR,2019,April,12 month-ending,100,0.07,85.94,Arkansas
AR,2019,May,12 month-ending,100,0.07,86.62,Arkansas
AR,2019,June,12 month-ending,100,0.07,87.59,Arkansas
AR,2019,July,12 month-ending,100,0.06,88.98,Arkansas
AR,2019,August,12 month-ending,100,0.06,89.3,Arkansas
AR,2019,September,12 month-ending,100,0.06,89.55,Arkansas
AR,2019,October,12 month-ending,100,0.06,89.36,Arkansas
AR,2019,November,12 month-ending,100,0.05,89.53,Arkansas
AR,2019,December,12 month-ending,100,0.04,88.95,Arkansas
AR,2020,January,12 month-ending,100,0.04,88.01,Arkansas
AR,2020,February,12 month-ending,100,0.04,88.38,Arkansas
AR,2020,March,12 month-ending,100,0.04,88.28,Arkansas
AR,2020,April,12 month-ending,100,0.03,88.06,Arkansas
AR,2020,May,12 month-ending,100,0.03,87.26,Arkansas
AR,2020,June,12 month-ending,100,0.03,87.36,Arkansas
AR,2020,July,12 month-ending,100,0.03,85.65,Arkansas
AR,2020,August,12 month-ending,100,0.03,85.45,Arkansas
AR,2020,September,12 month-ending,100,0.02,84.76,Arkansas
AR,2020,October,12 month-ending,100,0.02,85.54,Arkansas
AR,2020,November,12 month-ending,100,0.01,86.36,Arkansas
AR,2020,December,12 month-ending,100,0,86.38,Arkansas
AR,2021,January,12 month-ending,100,0.01,85.96,Arkansas
AR,2021,February,12 month-ending,100,0.01,85.9,Arkansas
AR,2021,March,12 month-ending,100,0.01,86.19,Arkansas
AR,2021,April,12 month-ending,100,0.03,86.57,Arkansas
AZ,2015,January,12 month-ending,100,0.33,71.5,Arizona
AZ,2015,February,12 month-ending,100,0.35,72.34,Arizona
AZ,2015,March,12 month-ending,100,0.34,73.08,Arizona
AZ,2015,April,12 month-ending,100,0.34,73.83,Arizona
AZ,2015,May,12 month-ending,100,0.34,74.66,Arizona
AZ,2015,June,12 month-ending,100,0.33,75.27,Arizona
AZ,2015,July,12 month-ending,100,0.32,75.52,Arizona
AZ,2015,August,12 month-ending,100,0.29,76.85,Arizona
AZ,2015,September,12 month-ending,100,0.27,77.2,Arizona
AZ,2015,October,12 month-ending,100,0.25,78.24,Arizona
AZ,2015,November,12 month-ending,100,0.22,79.67,Arizona
AZ,2015,December,12 month-ending,100,0.2,80.35,Arizona
AZ,2016,January,12 month-ending,,0.16,81.12,Arizona
AZ,2016,February,12 month-ending,,0.14,81.94,Arizona
AZ,2016,March,12 month-ending,,0.15,82.64,Arizona
AZ,2016,April,12 month-ending,,0.17,82.85,Arizona
AZ,2016,May,12 month-ending,,0.2,82.89,Arizona
AZ,2016,June,12 month-ending,,0.26,83.5,Arizona
AZ,2016,July,12 month-ending,,0.33,83.81,Arizona
AZ,2016,August,12 month-ending,,0.37,83.76,Arizona
AZ,2016,September,12 month-ending,,0.39,84.19,Arizona
AZ,2016,October,12 month-ending,,0.46,84.7,Arizona
AZ,2016,November,12 month-ending,,0.52,84.9,Arizona
AZ,2016,December,12 month-ending,,0.62,85.57,Arizona
AZ,2017,January,12 month-ending,,0.62,86.31,Arizona
AZ,2017,February,12 month-ending,,0.63,87.03,Arizona
AZ,2017,March,12 month-ending,,0.63,88.03,Arizona
AZ,2017,April,12 month-ending,,0.62,88.43,Arizona
AZ,2017,May,12 month-ending,,0.6,89.7,Arizona
AZ,2017,June,12 month-ending,,0.56,90.45,Arizona
AZ,2017,July,12 month-ending,,0.52,91.72,Arizona
AZ,2017,August,12 month-ending,,0.5,92.37,Arizona
AZ,2017,September,12 month-ending,,0.48,92.36,Arizona
AZ,2017,October,12 month-ending,,0.4,92.68,Arizona
AZ,2017,November,12 month-ending,,0.36,92.81,Arizona
AZ,2017,December,12 month-ending,,0.25,92.99,Arizona
AZ,2018,January,12 month-ending,100,0.25,93.13,Arizona
AZ,2018,February,12 month-ending,100,0.25,92.73,Arizona
AZ,2018,March,12 month-ending,100,0.24,92.72,Arizona
AZ,2018,April,12 month-ending,100,0.23,93.36,Arizona
AZ,2018,May,12 month-ending,100,0.22,93.4,Arizona
AZ,2018,June,12 month-ending,100,0.2,93.52,Arizona
AZ,2018,July,12 month-ending,100,0.18,93.52,Arizona
AZ,2018,August,12 month-ending,100,0.16,94.09,Arizona
AZ,2018,September,12 month-ending,100,0.14,94.69,Arizona
AZ,2018,October,12 month-ending,100,0.14,94.86,Arizona
AZ,2018,November,12 month-ending,100,0.12,95.02,Arizona
AZ,2018,December,12 month-ending,100,0.12,95.09,Arizona
AZ,2019,January,12 month-ending,100,0.12,95.36,Arizona
AZ,2019,February,12 month-ending,100,0.12,95.71,Arizona
AZ,2019,March,12 month-ending,100,0.12,95.41,Arizona
AZ,2019,April,12 month-ending,100,0.12,95.48,Arizona
AZ,2019,May,12 month-ending,100,0.12,95.46,Arizona
AZ,2019,June,12 month-ending,100,0.12,95.39,Arizona
AZ,2019,July,12 month-ending,100,0.11,95.54,Arizona
AZ,2019,August,12 month-ending,100,0.1,95.41,Arizona
AZ,2019,September,12 month-ending,100,0.1,95.58,Arizona
AZ,2019,October,12 month-ending,100,0.09,95.68,Arizona
AZ,2019,November,12 month-ending,100,0.08,95.59,Arizona
AZ,2019,December,12 month-ending,100,0.07,95.56,Arizona
AZ,2020,January,12 month-ending,100,0.07,95.65,Arizona
AZ,2020,February,12 month-ending,100,0.07,95.49,Arizona
AZ,2020,March,12 month-ending,100,0.06,96.1,Arizona
AZ,2020,April,12 month-ending,100,0.06,96.18,Arizona
AZ,2020,May,12 month-ending,100,0.07,96.4,Arizona
AZ,2020,June,12 month-ending,100,0.06,96.44,Arizona
AZ,2020,July,12 month-ending,100,0.07,96.64,Arizona
AZ,2020,August,12 month-ending,100,0.07,96.95,Arizona
AZ,2020,September,12 month-ending,100,0.07,96.91,Arizona
AZ,2020,October,12 month-ending,100,0.08,96.79,Arizona
AZ,2020,November,12 month-ending,100,0.09,96.94,Arizona
AZ,2020,December,12 month-ending,100,0.1,97.05,Arizona
AZ,2021,January,12 month-ending,99.9,0.09,97.04,Arizona
AZ,2021,February,12 month-ending,99.8,0.09,97.18,Arizona
AZ,2021,March,12 month-ending,99.8,0.1,97.05,Arizona
AZ,2021,April,12 month-ending,99.8,0.11,97.19,Arizona
CA,2015,January,12 month-ending,100,0.24,77.41,California
CA,2015,February,12 month-ending,100,0.23,77.99,California
CA,2015,March,12 month-ending,100,0.22,78.26,California
CA,2015,April,12 month-ending,100,0.22,78.31,California
CA,2015,May,12 month-ending,100,0.22,78.49,California
CA,2015,June,12 month-ending,100,0.22,78.87,California
CA,2015,July,12 month-ending,100,0.22,79.21,California
CA,2015,August,12 month-ending,100,0.23,79.4,California
CA,2015,September,12 month-ending,100,0.26,79.38,California
CA,2015,October,12 month-ending,100,0.28,79.12,California
CA,2015,November,12 month-ending,100,0.31,79.36,California
CA,2015,December,12 month-ending,100,0.36,79.23,California
CA,2016,January,12 month-ending,,0.36,79.01,California
CA,2016,February,12 month-ending,,0.36,78.21,California
CA,2016,March,12 month-ending,,0.37,78.06,California
CA,2016,April,12 month-ending,,0.38,78.35,California
CA,2016,May,12 month-ending,,0.39,78.63,California
CA,2016,June,12 month-ending,,0.4,78.7,California
CA,2016,July,12 month-ending,,0.41,78.9,California
CA,2016,August,12 month-ending,,0.42,79.11,California
CA,2016,September,12 month-ending,,0.42,79.05,California
CA,2016,October,12 month-ending,,0.42,79.42,California
CA,2016,November,12 month-ending,,0.39,79.78,California
CA,2016,December,12 month-ending,,0.36,80.11,California
CA,2017,January,12 month-ending,,0.36,80.23,California
CA,2017,February,12 month-ending,,0.36,80.63,California
CA,2017,March,12 month-ending,,0.36,80.98,California
CA,2017,April,12 month-ending,,0.36,81.5,California
CA,2017,May,12 month-ending,,0.36,81.89,California
CA,2017,June,12 month-ending,,0.36,82.36,California
CA,2017,July,12 month-ending,,0.36,82.67,California
CA,2017,August,12 month-ending,,0.35,83.22,California
CA,2017,September,12 month-ending,,0.35,83.85,California
CA,2017,October,12 month-ending,,0.35,84.48,California
CA,2017,November,12 month-ending,,0.34,84.82,California
CA,2017,December,12 month-ending,,0.33,85.46,California
CA,2018,January,12 month-ending,100,0.32,85.78,California
CA,2018,February,12 month-ending,100,0.32,86.49,California
CA,2018,March,12 month-ending,100,0.31,86.76,California
CA,2018,April,12 month-ending,100,0.3,86.87,California
CA,2018,May,12 month-ending,100,0.3,87.28,California
CA,2018,June,12 month-ending,100,0.3,87.44,California
CA,2018,July,12 month-ending,100,0.29,88.06,California
CA,2018,August,12 month-ending,100,0.28,88.35,California
CA,2018,September,12 month-ending,100,0.26,88.3,California
CA,2018,October,12 month-ending,100,0.25,88.21,California
CA,2018,November,12 month-ending,100,0.25,88.39,California
CA,2018,December,12 month-ending,100,0.23,88.33,California
CA,2019,January,12 month-ending,100,0.24,88.96,California
CA,2019,February,12 month-ending,100,0.25,89.18,California
CA,2019,March,12 month-ending,100,0.25,89.56,California
CA,2019,April,12 month-ending,100,0.25,89.74,California
CA,2019,May,12 month-ending,100,0.24,89.79,California
CA,2019,June,12 month-ending,100,0.24,90.29,California
CA,2019,July,12 month-ending,100,0.24,90.33,California
CA,2019,August,12 month-ending,100,0.25,90.5,California
CA,2019,September,12 month-ending,100,0.25,91.17,California
CA,2019,October,12 month-ending,100,0.26,91.75,California
CA,2019,November,12 month-ending,100,0.26,91.96,California
CA,2019,December,12 month-ending,100,0.26,92.27,California
CA,2020,January,12 month-ending,100,0.26,92.46,California
CA,2020,February,12 month-ending,100,0.26,92.79,California
CA,2020,March,12 month-ending,100,0.27,93.05,California
CA,2020,April,12 month-ending,100,0.27,93.36,California
CA,2020,May,12 month-ending,100,0.26,93.54,California
CA,2020,June,12 month-ending,100,0.26,93.76,California
CA,2020,July,12 month-ending,100,0.25,93.99,California
CA,2020,August,12 month-ending,100,0.26,94.33,California
CA,2020,September,12 month-ending,100,0.26,94.26,California
CA,2020,October,12 month-ending,100,0.26,94.23,California
CA,2020,November,12 month-ending,100,0.26,94.42,California
CA,2020,December,12 month-ending,99.9,0.25,94.63,California
CA,2021,January,12 month-ending,99.9,0.28,94.9,California
CA,2021,February,12 month-ending,100,0.33,94.84,California
CA,2021,March,12 month-ending,100,0.4,95.02,California
CA,2021,April,12 month-ending,100,0.49,95.17,California
CO,2015,January,12 month-ending,100,0.02,81.04,Colorado
CO,2015,February,12 month-ending,100,0.02,81.55,Colorado
CO,2015,March,12 month-ending,100,0.02,81.68,Colorado
CO,2015,April,12 month-ending,100,0.02,81.68,Colorado
CO,2015,May,12 month-ending,100,0.02,81.12,Colorado
CO,2015,June,12 month-ending,100,0.02,80.78,Colorado
CO,2015,July,12 month-ending,100,0.04,80.07,Colorado
CO,2015,August,12 month-ending,100,0.04,79.74,Colorado
CO,2015,September,12 month-ending,100,0.04,80.26,Colorado
CO,2015,October,12 month-ending,100,0.05,80.11,Colorado
CO,2015,November,12 month-ending,100,0.04,79.19,Colorado
CO,2015,December,12 month-ending,100,0.04,80.07,Colorado
CO,2016,January,12 month-ending,,0.04,80.28,Colorado
CO,2016,February,12 month-ending,,0.04,81.47,Colorado
CO,2016,March,12 month-ending,,0.05,80.95,Colorado
CO,2016,April,12 month-ending,,0.04,81.1,Colorado
CO,2016,May,12 month-ending,,0.04,82.4,Colorado
CO,2016,June,12 month-ending,,0.04,82.57,Colorado
CO,2016,July,12 month-ending,,0.03,83.19,Colorado
CO,2016,August,12 month-ending,,0.03,82.87,Colorado
CO,2016,September,12 month-ending,,0.03,82.85,Colorado
CO,2016,October,12 month-ending,,0.03,83.12,Colorado
CO,2016,November,12 month-ending,,0.03,83.93,Colorado
CO,2016,December,12 month-ending,,0.03,82.69,Colorado
CO,2017,January,12 month-ending,,0.03,82.4,Colorado
CO,2017,February,12 month-ending,,0.03,82.52,Colorado
CO,2017,March,12 month-ending,,0.03,82.68,Colorado
CO,2017,April,12 month-ending,,0.03,82.71,Colorado
CO,2017,May,12 month-ending,,0.03,83.11,Colorado
CO,2017,June,12 month-ending,,0.04,83.45,Colorado
CO,2017,July,12 month-ending,,0.04,83.42,Colorado
CO,2017,August,12 month-ending,,0.03,84.89,Colorado
CO,2017,September,12 month-ending,,0.03,84.86,Colorado
CO,2017,October,12 month-ending,,0.04,85.49,Colorado
CO,2017,November,12 month-ending,,0.03,85.18,Colorado
CO,2017,December,12 month-ending,,0.03,85.87,Colorado
CO,2018,January,12 month-ending,100,0.03,86.74,Colorado
CO,2018,February,12 month-ending,100,0.03,86.8,Colorado
CO,2018,March,12 month-ending,100,0.03,88.01,Colorado
CO,2018,April,12 month-ending,100,0.03,88.74,Colorado
CO,2018,May,12 month-ending,100,0.03,88.94,Colorado
CO,2018,June,12 month-ending,100,0.02,89.95,Colorado
CO,2018,July,12 month-ending,100,0.03,90.63,Colorado
CO,2018,August,12 month-ending,100,0.02,90.26,Colorado
CO,2018,September,12 month-ending,100,0.02,90.66,Colorado
CO,2018,October,12 month-ending,100,0.02,89.88,Colorado
CO,2018,November,12 month-ending,100,0.02,90.51,Colorado
CO,2018,December,12 month-ending,100,0.03,91.24,Colorado
CO,2019,January,12 month-ending,100,0.03,91.33,Colorado
CO,2019,February,12 month-ending,100,0.03,91.09,Colorado
CO,2019,March,12 month-ending,100,0.03,91.2,Colorado
CO,2019,April,12 month-ending,100,0.03,90.95,Colorado
CO,2019,May,12 month-ending,100,0.03,90.93,Colorado
CO,2019,June,12 month-ending,100,0.03,90.37,Colorado
CO,2019,July,12 month-ending,100,0.03,90.58,Colorado
CO,2019,August,12 month-ending,100,0.03,90.07,Colorado
CO,2019,September,12 month-ending,100,0.02,89.88,Colorado
CO,2019,October,12 month-ending,100,0.02,90.51,Colorado
CO,2019,November,12 month-ending,100,0.02,90.39,Colorado
CO,2019,December,12 month-ending,100,0.01,90.55,Colorado
CO,2020,January,12 month-ending,100,0.01,90.54,Colorado
CO,2020,February,12 month-ending,100,0.01,90.98,Colorado
CO,2020,March,12 month-ending,100,0.01,90.97,Colorado
CO,2020,April,12 month-ending,100,0.01,91.71,Colorado
CO,2020,May,12 month-ending,100,0.02,91.98,Colorado
CO,2020,June,12 month-ending,100,0.02,92.43,Colorado
CO,2020,July,12 month-ending,100,0.02,92.22,Colorado
CO,2020,August,12 month-ending,100,0.02,92.7,Colorado
CO,2020,September,12 month-ending,100,0.02,92.77,Colorado
CO,2020,October,12 month-ending,100,0.02,92.62,Colorado
CO,2020,November,12 month-ending,100,0.02,92.56,Colorado
CO,2020,December,12 month-ending,100,0.02,92.72,Colorado
CO,2021,January,12 month-ending,100,0.02,92.55,Colorado
CO,2021,February,12 month-ending,100,0.02,92.61,Colorado
CO,2021,March,12 month-ending,100,0.02,92.1,Colorado
CO,2021,April,12 month-ending,100,0.03,91.72,Colorado
CT,2015,January,12 month-ending,100,0.01,99.52,Connecticut
CT,2015,February,12 month-ending,100,0.01,99.68,Connecticut
CT,2015,March,12 month-ending,100,0.01,99.69,Connecticut
CT,2015,April,12 month-ending,100,0.01,99.69,Connecticut
CT,2015,May,12 month-ending,100,0.01,99.69,Connecticut
CT,2015,June,12 month-ending,100,0.01,99.85,Connecticut
CT,2015,July,12 month-ending,100,0.02,99.86,Connecticut
CT,2015,August,12 month-ending,100,0.02,100,Connecticut
CT,2015,September,12 month-ending,100,0.02,99.87,Connecticut
CT,2015,October,12 month-ending,100,0.02,99.87,Connecticut
CT,2015,November,12 month-ending,100,0.02,99.88,Connecticut
CT,2015,December,12 month-ending,100,0.02,99.75,Connecticut
CT,2016,January,12 month-ending,,0.02,99.76,Connecticut
CT,2016,February,12 month-ending,,0.02,99.76,Connecticut
CT,2016,March,12 month-ending,,0.02,99.65,Connecticut
CT,2016,April,12 month-ending,,0.02,99.65,Connecticut
CT,2016,May,12 month-ending,,0.01,99.66,Connecticut
CT,2016,June,12 month-ending,,0.02,99.56,Connecticut
CT,2016,July,12 month-ending,,0.01,99.56,Connecticut
CT,2016,August,12 month-ending,,0.02,99.57,Connecticut
